rent_id	year	number_of_bedrooms	property_type	location	cost
64300ab6c1f531f75d1b68f1	2021	All bedrooms	All property types	Mayo	733.27
64300ab6c1f531f75d1b68f2	2021	All bedrooms	All property types	Ballina, Mayo	673.94
64300ab6c1f531f75d1b68f3	2021	All bedrooms	All property types	Ballinrobe, Mayo	625.26
64300ab6c1f531f75d1b68f4	2021	All bedrooms	All property types	Ballyhaunis, Mayo	601.18
64300ab6c1f531f75d1b68f5	2021	All bedrooms	All property types	Belmullet, Mayo	565.41
64300ab6c1f531f75d1b68f6	2021	All bedrooms	All property types	Castlebar, Mayo	795.6
64300ab6c1f531f75d1b68f7	2021	All bedrooms	All property types	Charlestown, Mayo	630.94
64300ab6c1f531f75d1b68f8	2021	All bedrooms	All property types	Claremorris, Mayo	735.24
64300ab6c1f531f75d1b68f9	2021	All bedrooms	All property types	Foxford, Mayo	669.93
64300ab6c1f531f75d1b68fa	2021	All bedrooms	All property types	Swinford, Mayo	624.87
64300ab6c1f531f75d1b68fb	2021	All bedrooms	All property types	Westport, Mayo	871.17
64300ab6c1f531f75d1b68fc	2021	All bedrooms	All property types	Meath	1245.75
64300ab6c1f531f75d1b68fd	2021	All bedrooms	All property types	Ashbourne, Meath	1427.99
64300ab6c1f531f75d1b68fe	2021	All bedrooms	All property types	Athboy, Meath	1078.11
64300ab6c1f531f75d1b68ff	2021	All bedrooms	All property types	Bettystown, Meath	1295.74
64300ab6c1f531f75d1b6900	2021	All bedrooms	All property types	Clonee, Meath	1389.34
64300ab6c1f531f75d1b6901	2021	All bedrooms	All property types	Drogheda, Meath	1310.93
64300ab6c1f531f75d1b6902	2021	All bedrooms	All property types	Duleek, Meath	1174.85
64300ab6c1f531f75d1b6903	2021	All bedrooms	All property types	Dunboyne, Meath	1553.06
64300ab6c1f531f75d1b6904	2021	All bedrooms	All property types	Dunshaughlin, Meath	1417.73
64300ab6c1f531f75d1b6905	2021	All bedrooms	All property types	Enfield, Meath	1299.5
64300ab6c1f531f75d1b6906	2021	All bedrooms	All property types	Kells, Meath	1033.67
64300ab6c1f531f75d1b6907	2021	All bedrooms	All property types	Laytown, Meath	1249.88
64300ab6c1f531f75d1b6908	2021	All bedrooms	All property types	Navan, Meath	1183.17
64300ab6c1f531f75d1b6909	2021	All bedrooms	All property types	Ratoath, Meath	1443.18
64300ab6c1f531f75d1b690a	2021	All bedrooms	All property types	Stamullen, Meath	1296.43
64300ab6c1f531f75d1b690b	2021	All bedrooms	All property types	Trim, Meath	1110.12
64300ab6c1f531f75d1b690c	2021	All bedrooms	All property types	Monaghan	697.85
64300ab6c1f531f75d1b690d	2021	All bedrooms	All property types	Ballybay, Monaghan	605.13
64300ab6c1f531f75d1b690e	2021	All bedrooms	All property types	Carrickmacross, Monaghan	778.67
64300ab6c1f531f75d1b690f	2021	All bedrooms	All property types	Castleblayney, Monaghan	704.51
64300ab6c1f531f75d1b6910	2021	All bedrooms	All property types	Monaghan Town	714.6
64300ab6c1f531f75d1b6911	2021	All bedrooms	All property types	Offaly	857.04
64300ab6c1f531f75d1b6912	2021	All bedrooms	All property types	Banagher, Offaly	638.12
64300ab6c1f531f75d1b6913	2021	All bedrooms	All property types	Birr, Offaly	665.75
64300ab6c1f531f75d1b6914	2021	All bedrooms	All property types	Clara, Offaly	853.36
64300ab6c1f531f75d1b6915	2021	All bedrooms	All property types	Edenderry, Offaly	905.67
64300ab6c1f531f75d1b6916	2021	All bedrooms	All property types	Tullamore, Offaly	943.44
64300ab6c1f531f75d1b6917	2021	All bedrooms	All property types	Roscommon	723.53
64300ab6c1f531f75d1b6918	2021	All bedrooms	All property types	Roscommon Town	775.1
64300ab6c1f531f75d1b6919	2021	All bedrooms	All property types	Athlone, Roscommon	1017.05
64300ab6c1f531f75d1b691a	2021	All bedrooms	All property types	Ballaghaderreen, Roscommon	546.4
64300ab6c1f531f75d1b691b	2021	All bedrooms	All property types	Boyle, Roscommon	678.17
64300ab6c1f531f75d1b691c	2021	All bedrooms	All property types	Castlerea, Roscommon	569.96
64300ab6c1f531f75d1b691d	2021	All bedrooms	All property types	Strokestown, Roscommon	625.71
64300ab6c1f531f75d1b691e	2021	All bedrooms	All property types	Sligo	799.23
64300ab6c1f531f75d1b691f	2021	All bedrooms	All property types	Sligo Town	828.51
64300ab6c1f531f75d1b6920	2021	All bedrooms	All property types	Ballinode, Sligo	1057.54
64300ab6c1f531f75d1b6921	2021	All bedrooms	All property types	Ballisodare, Sligo	787.17
64300ab6c1f531f75d1b6922	2021	All bedrooms	All property types	Ballymote, Sligo	607.6
64300ab6c1f531f75d1b6923	2021	All bedrooms	All property types	Collooney, Sligo	772.27
64300ab6c1f531f75d1b6924	2021	All bedrooms	All property types	Strandhill, Sligo	965.69
64300ab6c1f531f75d1b6925	2021	All bedrooms	All property types	Tubbercurry, Sligo	706.55
64300ab6c1f531f75d1b6926	2021	All bedrooms	All property types	Tipperary	746.15
64300ab6c1f531f75d1b6927	2021	All bedrooms	All property types	Tipperary Town	683.56
64300ab6c1f531f75d1b6928	2021	All bedrooms	All property types	Ballina, Tipperary	984.25
64300ab6c1f531f75d1b6929	2021	All bedrooms	All property types	Cahir, Tipperary	658.96
64300ab6c1f531f75d1b692a	2021	All bedrooms	All property types	Carrick-On-Suir, Tipperary	758.92
64300ab6c1f531f75d1b692b	2021	All bedrooms	All property types	Cashel, Tipperary	744.78
64300ab6c1f531f75d1b692c	2021	All bedrooms	All property types	Clonmel, Tipperary	821.6
64300ab6c1f531f75d1b692d	2021	All bedrooms	All property types	Fethard, Tipperary	743.42
64300ab6c1f531f75d1b692e	2021	All bedrooms	All property types	Nenagh, Tipperary	777.12
64300ab6c1f531f75d1b692f	2021	All bedrooms	All property types	Roscrea, Tipperary	672.9
64300ab6c1f531f75d1b6930	2021	All bedrooms	All property types	Templemore, Tipperary	616.17
64300ab6c1f531f75d1b6931	2021	All bedrooms	All property types	Thurles, Tipperary	697.64
64300ab6c1f531f75d1b6932	2021	All bedrooms	All property types	Waterford	893.58
64300ab6c1f531f75d1b6933	2021	All bedrooms	All property types	Waterford City	938.48
64300ab6c1f531f75d1b6934	2021	All bedrooms	All property types	Canada Street, Waterford	921.35
64300ab6c1f531f75d1b6935	2021	All bedrooms	All property types	Castle Place, Waterford	940.5
64300ab6c1f531f75d1b6936	2021	All bedrooms	All property types	Cork Road, Waterford	971.56
64300ab6c1f531f75d1b6937	2021	All bedrooms	All property types	Dungarvan, Waterford	843.77
64300ab6c1f531f75d1b6938	2021	All bedrooms	All property types	Dunmore East, Waterford	936.85
64300ab6c1f531f75d1b6939	2021	All bedrooms	All property types	Dunmore Road, Waterford	1116.45
64300ab6c1f531f75d1b693a	2021	All bedrooms	All property types	Ferrybank, Waterford	904.32
64300ab6c1f531f75d1b693b	2021	All bedrooms	All property types	Inner Ring Road, Waterford	1035.21
64300ab6c1f531f75d1b693c	2021	All bedrooms	All property types	Johns Hill, Waterford	790.95
64300ab6c1f531f75d1b693d	2021	All bedrooms	All property types	Lismore, Waterford	758.6
64300ab6c1f531f75d1b693e	2021	All bedrooms	All property types	Mary Street, Waterford	819.17
64300ab6c1f531f75d1b693f	2021	All bedrooms	All property types	Penrose Lane, Waterford	794.6
64300ab6c1f531f75d1b6940	2021	All bedrooms	All property types	Poleberry, Waterford	905.78
64300ab6c1f531f75d1b6941	2021	All bedrooms	All property types	Portlaw, Waterford	701.09
64300ab6c1f531f75d1b6942	2021	All bedrooms	All property types	Templars Hall, Waterford	1236.57
64300ab6c1f531f75d1b6943	2021	All bedrooms	All property types	Tramore, Waterford	865.64
64300ab6c1f531f75d1b6944	2021	All bedrooms	All property types	Westmeath	910.11
64300ab6c1f531f75d1b6945	2021	All bedrooms	All property types	Athlone, Westmeath	933.96
64300ab6c1f531f75d1b6946	2021	All bedrooms	All property types	Castlepollard, Westmeath	737.8
64300ab6c1f531f75d1b6947	2021	All bedrooms	All property types	Kilbeggan, Westmeath	876.6
64300ab6c1f531f75d1b6948	2021	All bedrooms	All property types	Kinnegad, Westmeath	969.57
64300ab6c1f531f75d1b6949	2021	All bedrooms	All property types	Moate, Westmeath	832.78
64300ab6c1f531f75d1b694a	2021	All bedrooms	All property types	Mullingar, Westmeath	915.33
64300ab6c1f531f75d1b694b	2021	All bedrooms	All property types	Wexford	817.36
64300ab6c1f531f75d1b694c	2021	All bedrooms	All property types	Bunclody, Wexford	774.75
64300ab6c1f531f75d1b694d	2021	All bedrooms	All property types	Clonard, Wexford	862.64
64300ab6c1f531f75d1b694e	2021	All bedrooms	All property types	Enniscorthy, Wexford	740.26
64300ab6c1f531f75d1b694f	2021	All bedrooms	All property types	Ferns, Wexford	772.29
64300ab6c1f531f75d1b6950	2021	All bedrooms	All property types	Gorey, Wexford	966.17
64300ab6c1f531f75d1b6951	2021	All bedrooms	All property types	Mulgannon, Wexford	898.98
64300ab6c1f531f75d1b6952	2021	All bedrooms	All property types	New Ross, Wexford	712.58
64300ab6c1f531f75d1b6953	2021	All bedrooms	All property types	Rosslare, Wexford	877.08
64300ab6c1f531f75d1b6954	2021	All bedrooms	All property types	Wicklow	1378.6
64300ab6c1f531f75d1b6955	2021	All bedrooms	All property types	Wicklow Town	1219.66
64300ab6c1f531f75d1b6956	2021	All bedrooms	All property types	Arklow, Wicklow	1084.95
64300ab6c1f531f75d1b6957	2021	All bedrooms	All property types	Baltinglass, Wicklow	958.98
64300ab6c1f531f75d1b6958	2021	All bedrooms	All property types	Blessington, Wicklow	1415.12
64300ab6c1f531f75d1b6959	2021	All bedrooms	All property types	Bray, Wicklow	1367.24
64300ab6c1f531f75d1b695a	2021	All bedrooms	All property types	Delgany, Wicklow	1619.96
64300ab6c1f531f75d1b695b	2021	All bedrooms	All property types	Greystones, Wicklow	1925.57
64300ab6c1f531f75d1b695c	2021	All bedrooms	All property types	Newtownmountkennedy, Wicklow	1507.5
64300ab6c1f531f75d1b695d	2021	All bedrooms	All property types	Rathnew, Wicklow	1156.13
64300ab6c1f531f75d1b695e	2021	All bedrooms	Detached house	Carlow	1059.61
64300ab6c1f531f75d1b695f	2021	All bedrooms	Detached house	Carlow Town	1217.79
64300ab6c1f531f75d1b6960	2021	All bedrooms	Detached house	Cavan	736.53
64300ab6c1f531f75d1b6961	2021	All bedrooms	Detached house	Cavan Town	792.35
64300ab6c1f531f75d1b6962	2021	All bedrooms	Detached house	Clare	828.48
64300ab6c1f531f75d1b6963	2021	All bedrooms	Detached house	Ennis, Clare	985.32
64300ab6c1f531f75d1b6964	2021	All bedrooms	Detached house	Kilrush, Clare	575.92
64300ab6c1f531f75d1b6965	2021	All bedrooms	Detached house	Cork	1147.42
64300ab6c1f531f75d1b6966	2021	All bedrooms	Detached house	Cork City	1508.96
64300ab6c1f531f75d1b6967	2021	All bedrooms	Detached house	Ballincollig, Cork	1558.63
64300ab6c1f531f75d1b6968	2021	All bedrooms	Detached house	Bandon, Cork	1060.09
64300ab6c1f531f75d1b6969	2021	All bedrooms	Detached house	Bantry, Cork	774.9
64300ab6c1f531f75d1b696a	2021	All bedrooms	Detached house	Blarney, Cork	1334.66
64300ab6c1f531f75d1b696b	2021	All bedrooms	Detached house	Carrigaline, Cork	1323.1
64300ab6c1f531f75d1b696c	2021	All bedrooms	Detached house	Charleville, Cork	857.96
64300ab6c1f531f75d1b696d	2021	All bedrooms	Detached house	Clonakilty, Cork	955.95
64300ab6c1f531f75d1b696e	2021	All bedrooms	Detached house	Fermoy, Cork	1072.02
64300ab6c1f531f75d1b696f	2021	All bedrooms	Detached house	Glanmire, Cork	1289.45
64300ab6c1f531f75d1b6970	2021	All bedrooms	Detached house	Kinsale, Cork	1644.85
64300ab6c1f531f75d1b6971	2021	All bedrooms	Detached house	Macroom, Cork	900.99
64300ab6c1f531f75d1b6972	2021	All bedrooms	Detached house	Mallow, Cork	907.21
64300ab6c1f531f75d1b6973	2021	All bedrooms	Detached house	Midleton, Cork	1303.94
64300ab6c1f531f75d1b6974	2021	All bedrooms	Detached house	Skibbereen, Cork	873.23
64300ab6c1f531f75d1b6975	2021	All bedrooms	Detached house	Youghal, Cork	967.07
64300ab6c1f531f75d1b6976	2021	All bedrooms	Detached house	Donegal	661.26
64300ab6c1f531f75d1b6977	2021	All bedrooms	Detached house	Buncrana, Donegal	701.89
64300ab6c1f531f75d1b6978	2021	All bedrooms	Detached house	Letterkenny, Donegal	796.02
64300ab6c1f531f75d1b6979	2021	All bedrooms	Detached house	Dublin	2517.84
64300ab6c1f531f75d1b697a	2021	All bedrooms	Detached house	Blackrock, Dublin	3015.02
64300ab6c1f531f75d1b697b	2021	All bedrooms	Detached house	Dalkey, Dublin	3377.56
64300ab6c1f531f75d1b697c	2021	All bedrooms	Detached house	Killiney, Dublin	2745.76
64300ab6c1f531f75d1b697d	2021	All bedrooms	Detached house	Lucan, Dublin	1813.81
64300ab6c1f531f75d1b697e	2021	All bedrooms	Detached house	Malahide, Dublin	3248.1
64300ab6c1f531f75d1b697f	2021	All bedrooms	Detached house	Stillorgan, Dublin	3115.98
64300ab6c1f531f75d1b6980	2021	All bedrooms	Detached house	Swords, Dublin	1516.72
64300ab6c1f531f75d1b6981	2021	All bedrooms	Detached house	Clontarf, Dublin 3	2794.03
64300ab6c1f531f75d1b6982	2021	All bedrooms	Detached house	Ballsbridge, Dublin 4	3556.11
64300ab6c1f531f75d1b6983	2021	All bedrooms	Detached house	Dundrum, Dublin 16	2693.33
64300ab6c1f531f75d1b6984	2021	All bedrooms	Detached house	Rathfarnham, Dublin 16	2694.51
64300ab6c1f531f75d1b6985	2021	All bedrooms	Detached house	Foxrock, Dublin 18	3435.5
64300ab6c1f531f75d1b6986	2021	All bedrooms	Detached house	Galway	1184.25
64300ab6c1f531f75d1b6987	2021	All bedrooms	Detached house	Galway City	1674.31
64300ab6c1f531f75d1b6988	2021	All bedrooms	Detached house	Athenry, Galway	1021.65
64300ab6c1f531f75d1b6989	2021	All bedrooms	Detached house	Ballinasloe, Galway	864.33
64300ab6c1f531f75d1b698a	2021	All bedrooms	Detached house	Claregalway, Galway	1195.94
64300ab6c1f531f75d1b698b	2021	All bedrooms	Detached house	Gort, Galway	916.05
64300ab6c1f531f75d1b698c	2021	All bedrooms	Detached house	Loughrea, Galway	887.5
64300ab6c1f531f75d1b698d	2021	All bedrooms	Detached house	Moycullen, Galway	1319.05
64300ab6c1f531f75d1b698e	2021	All bedrooms	Detached house	Oranmore, Galway	1261.25
64300ab6c1f531f75d1b698f	2021	All bedrooms	Detached house	Tuam, Galway	1003.64
64300ab6c1f531f75d1b6990	2021	All bedrooms	Detached house	Kerry	846.07
64300ab6c1f531f75d1b6991	2021	All bedrooms	Detached house	Kenmare, Kerry	888.33
64300ab6c1f531f75d1b6992	2021	All bedrooms	Detached house	Killarney, Kerry	1019.4
64300ab6c1f531f75d1b6993	2021	All bedrooms	Detached house	Killorglin, Kerry	818.27
64300ab6c1f531f75d1b6994	2021	All bedrooms	Detached house	Listowel, Kerry	697.48
64300ab6c1f531f75d1b6995	2021	All bedrooms	Detached house	Tralee, Kerry	886.12
64300ab6c1f531f75d1b6996	2021	All bedrooms	Detached house	Kildare	1542.63
64300ab6c1f531f75d1b6997	2021	All bedrooms	Detached house	Celbridge, Kildare	1712.14
64300ab6c1f531f75d1b6998	2021	All bedrooms	Detached house	Maynooth, Kildare	1915.93
64300ab6c1f531f75d1b6999	2021	All bedrooms	Detached house	Naas, Kildare	1673.4
64300ab6c1f531f75d1b699a	2021	All bedrooms	Detached house	Newbridge, Kildare	1510.05
64300ab6c1f531f75d1b699b	2021	All bedrooms	Detached house	Kilkenny	902.31
64300ab6c1f531f75d1b699c	2021	All bedrooms	Detached house	Laois	967.5
64300ab6c1f531f75d1b699d	2021	All bedrooms	Detached house	Portlaoise, Laois	1074.76
64300ab6c1f531f75d1b699e	2021	All bedrooms	Detached house	Leitrim	615.72
64300ab6c1f531f75d1b699f	2021	All bedrooms	Detached house	Carrick-On-Shannon, Leitrim	677.6
64300ab6c1f531f75d1b69a0	2021	All bedrooms	Detached house	Limerick	1123.92
64300ab6c1f531f75d1b69a1	2021	All bedrooms	Detached house	Limerick City	1429.62
64300ab6c1f531f75d1b69a2	2021	All bedrooms	Detached house	Castletroy, Limerick	1609.24
64300ab6c1f531f75d1b69a3	2021	All bedrooms	Detached house	Kilmallock, Limerick	794.19
64300ab6c1f531f75d1b69a4	2021	All bedrooms	Detached house	Longford	741.75
64300ab6c1f531f75d1b69a5	2021	All bedrooms	Detached house	Longford Town	797.99
64300ab6c1f531f75d1b69a6	2021	All bedrooms	Detached house	Louth	1271.61
64300ab6c1f531f75d1b69a7	2021	All bedrooms	Detached house	Ardee, Louth	1160.76
64300ab6c1f531f75d1b69a8	2021	All bedrooms	Detached house	Drogheda, Louth	1398.08
64300ab6c1f531f75d1b69a9	2021	All bedrooms	Detached house	Dundalk, Louth	1194.14
64300ab6c1f531f75d1b69aa	2021	All bedrooms	Detached house	Mayo	747.7
64300ab6c1f531f75d1b69ab	2021	All bedrooms	Detached house	Ballina, Mayo	676.8
64300ab6c1f531f75d1b69ac	2021	All bedrooms	Detached house	Ballinrobe, Mayo	692.73
64300ab6c1f531f75d1b69ad	2021	All bedrooms	Detached house	Castlebar, Mayo	854.54
64300ab6c1f531f75d1b69ae	2021	All bedrooms	Detached house	Claremorris, Mayo	696.21
64300ab6c1f531f75d1b69af	2021	All bedrooms	Detached house	Westport, Mayo	908.32
64300ab6c1f531f75d1b69b0	2021	All bedrooms	Detached house	Meath	1335.42
64300ab6c1f531f75d1b69b1	2021	All bedrooms	Detached house	Kells, Meath	1074.47
64300ab6c1f531f75d1b69b2	2021	All bedrooms	Detached house	Navan, Meath	1285.2
64300ab6c1f531f75d1b69b3	2021	All bedrooms	Detached house	Trim, Meath	1234.83
64300ab6c1f531f75d1b69b4	2021	All bedrooms	Detached house	Monaghan	733.25
64300ab6c1f531f75d1b69b5	2021	All bedrooms	Detached house	Castleblayney, Monaghan	780.93
64300ab6c1f531f75d1b69b6	2021	All bedrooms	Detached house	Monaghan Town	770.29
64300ab6c1f531f75d1b69b7	2021	All bedrooms	Detached house	Offaly	861.73
64300ab6c1f531f75d1b69b8	2021	All bedrooms	Detached house	Birr, Offaly	737.14
64300ab6c1f531f75d1b69b9	2021	All bedrooms	Detached house	Tullamore, Offaly	926.28
64300ab6c1f531f75d1b69ba	2021	All bedrooms	Detached house	Roscommon	748.73
64300ab6c1f531f75d1b69bb	2021	All bedrooms	Detached house	Roscommon Town	958.8
64300ab6c1f531f75d1b69bc	2021	All bedrooms	Detached house	Athlone, Roscommon	1069.84
64300ab6c1f531f75d1b69bd	2021	All bedrooms	Detached house	Boyle, Roscommon	700.03
64300ab6c1f531f75d1b69be	2021	All bedrooms	Detached house	Castlerea, Roscommon	589.44
64300ab6c1f531f75d1b69bf	2021	All bedrooms	Detached house	Sligo	801.07
64300ab6c1f531f75d1b69c0	2021	All bedrooms	Detached house	Sligo Town	996.12
64300ab6c1f531f75d1b69c1	2021	All bedrooms	Detached house	Tipperary	801.52
64300ab6c1f531f75d1b69c2	2021	All bedrooms	Detached house	Cashel, Tipperary	766.27
64300ab6c1f531f75d1b69c3	2021	All bedrooms	Detached house	Clonmel, Tipperary	862.54
64300ab6c1f531f75d1b69c4	2021	All bedrooms	Detached house	Nenagh, Tipperary	812.8
64300ab6c1f531f75d1b69c5	2021	All bedrooms	Detached house	Thurles, Tipperary	738.5
64300ab6c1f531f75d1b69c6	2021	All bedrooms	Detached house	Waterford	936.36
64300ab6c1f531f75d1b69c7	2021	All bedrooms	Detached house	Waterford City	1053.45
64300ab6c1f531f75d1b69c8	2021	All bedrooms	Detached house	Dungarvan, Waterford	896.7
64300ab6c1f531f75d1b69c9	2021	All bedrooms	Detached house	Dunmore East, Waterford	1002.52
64300ab6c1f531f75d1b69ca	2021	All bedrooms	Detached house	Tramore, Waterford	1009.68
64300ab6c1f531f75d1b69cb	2021	All bedrooms	Detached house	Westmeath	935.07
64300ab6c1f531f75d1b69cc	2021	All bedrooms	Detached house	Athlone, Westmeath	981.64
64300ab6c1f531f75d1b69cd	2021	All bedrooms	Detached house	Mullingar, Westmeath	1005.99
64300ab6c1f531f75d1b69ce	2021	All bedrooms	Detached house	Wexford	896.75
64300ab6c1f531f75d1b69cf	2021	All bedrooms	Detached house	Enniscorthy, Wexford	794.33
64300ab6c1f531f75d1b69d0	2021	All bedrooms	Detached house	Gorey, Wexford	1025.46
64300ab6c1f531f75d1b69d1	2021	All bedrooms	Detached house	New Ross, Wexford	760.68
64300ab6c1f531f75d1b69d2	2021	All bedrooms	Detached house	Wicklow	1508.5
64300ab6c1f531f75d1b69d3	2021	All bedrooms	Detached house	Wicklow Town	1414.63
64300ab6c1f531f75d1b69d4	2021	All bedrooms	Detached house	Arklow, Wicklow	1165.73
64300ab6c1f531f75d1b69d5	2021	All bedrooms	Detached house	Bray, Wicklow	1699.45
64300ab6c1f531f75d1b69d6	2021	All bedrooms	Detached house	Greystones, Wicklow	2098.33
64300ab6c1f531f75d1b69d7	2021	All bedrooms	Semi detached house	Carlow	973.84
64300ab6c1f531f75d1b69d8	2021	All bedrooms	Semi detached house	Carlow Town	997.86
64300ab6c1f531f75d1b69d9	2021	All bedrooms	Semi detached house	Tullow, Carlow	919.57
64300ab6c1f531f75d1b69da	2021	All bedrooms	Semi detached house	Cavan	751.09
64300ab6c1f531f75d1b69db	2021	All bedrooms	Semi detached house	Cavan Town	792.94
64300ab6c1f531f75d1b69dc	2021	All bedrooms	Semi detached house	Kingscourt, Cavan	801.1
64300ab6c1f531f75d1b69dd	2021	All bedrooms	Semi detached house	Virginia, Cavan	829.56
64300ab6c1f531f75d1b69de	2021	All bedrooms	Semi detached house	Clare	910.19
64300ab6c1f531f75d1b69df	2021	All bedrooms	Semi detached house	Ennis, Clare	920.34
64300ab6c1f531f75d1b69e0	2021	All bedrooms	Semi detached house	Shannon, Clare	925.88
64300ab6c1f531f75d1b69e1	2021	All bedrooms	Semi detached house	Cork	1234.81
64300ab6c1f531f75d1b69e2	2021	All bedrooms	Semi detached house	Cork City	1447.48
64300ab6c1f531f75d1b69e3	2021	All bedrooms	Semi detached house	Ballincollig, Cork	1365.34
64300ab6c1f531f75d1b69e4	2021	All bedrooms	Semi detached house	Bandon, Cork	1024.65
64300ab6c1f531f75d1b69e5	2021	All bedrooms	Semi detached house	Bantry, Cork	824.0
64300ab6c1f531f75d1b69e6	2021	All bedrooms	Semi detached house	Bishopstown, Cork	1443.02
64300ab6c1f531f75d1b69e7	2021	All bedrooms	Semi detached house	Blackrock, Cork	1535.81
64300ab6c1f531f75d1b69e8	2021	All bedrooms	Semi detached house	Blarney, Cork	1196.43
64300ab6c1f531f75d1b69e9	2021	All bedrooms	Semi detached house	Carrigaline, Cork	1255.24
64300ab6c1f531f75d1b69ea	2021	All bedrooms	Semi detached house	Carrigtwohill, Cork	1166.3
64300ab6c1f531f75d1b69eb	2021	All bedrooms	Semi detached house	Charleville, Cork	848.28
64300ab6c1f531f75d1b69ec	2021	All bedrooms	Semi detached house	Clonakilty, Cork	984.5
64300ab6c1f531f75d1b69ed	2021	All bedrooms	Semi detached house	Cobh, Cork	1068.72
64300ab6c1f531f75d1b69ee	2021	All bedrooms	Semi detached house	Fermoy, Cork	1014.38
64300ab6c1f531f75d1b69ef	2021	All bedrooms	Semi detached house	Glanmire, Cork	1250.93
64300ab6c1f531f75d1b69f0	2021	All bedrooms	Semi detached house	Kanturk, Cork	885.13
64300ab6c1f531f75d1b69f1	2021	All bedrooms	Semi detached house	Kinsale, Cork	1479.01
64300ab6c1f531f75d1b69f2	2021	All bedrooms	Semi detached house	Macroom, Cork	956.45
64300ab6c1f531f75d1b69f3	2021	All bedrooms	Semi detached house	Mallow, Cork	1053.67
64300ab6c1f531f75d1b69f4	2021	All bedrooms	Semi detached house	Midleton, Cork	1094.09
64300ab6c1f531f75d1b69f5	2021	All bedrooms	Semi detached house	Mitchelstown, Cork	907.79
64300ab6c1f531f75d1b69f6	2021	All bedrooms	Semi detached house	Skibbereen, Cork	820.46
64300ab6c1f531f75d1b69f7	2021	All bedrooms	Semi detached house	Wilton, Cork	1226.14
64300ab6c1f531f75d1b69f8	2021	All bedrooms	Semi detached house	Youghal, Cork	971.53
64300ab6c1f531f75d1b69f9	2021	All bedrooms	Semi detached house	Donegal	676.79
64300ab6c1f531f75d1b69fa	2021	All bedrooms	Semi detached house	Ballybofey, Donegal	590.95
64300ab6c1f531f75d1b69fb	2021	All bedrooms	Semi detached house	Buncrana, Donegal	603.3
64300ab6c1f531f75d1b69fc	2021	All bedrooms	Semi detached house	Carndonagh, Donegal	512.77
64300ab6c1f531f75d1b69fd	2021	All bedrooms	Semi detached house	Letterkenny, Donegal	747.91
64300ab6c1f531f75d1b69fe	2021	All bedrooms	Semi detached house	Dublin	2070.78
64300ab6c1f531f75d1b69ff	2021	All bedrooms	Semi detached house	Balbriggan, Dublin	1554.68
64300ab6c1f531f75d1b6a00	2021	All bedrooms	Semi detached house	Blackrock, Dublin	2562.1
64300ab6c1f531f75d1b6a01	2021	All bedrooms	Semi detached house	Booterstown, Dublin	2663.84
64300ab6c1f531f75d1b6a02	2021	All bedrooms	Semi detached house	Dalkey, Dublin	2598.84
64300ab6c1f531f75d1b6a03	2021	All bedrooms	Semi detached house	Donabate, Dublin	1840.93
64300ab6c1f531f75d1b6a04	2021	All bedrooms	Semi detached house	Dun Laoghaire, Dublin	2580.87
64300ab6c1f531f75d1b6a05	2021	All bedrooms	Semi detached house	Glenageary, Dublin	2415.53
64300ab6c1f531f75d1b6a06	2021	All bedrooms	Semi detached house	Lucan, Dublin	1836.12
64300ab6c1f531f75d1b6a07	2021	All bedrooms	Semi detached house	Lusk, Dublin	1526.56
64300ab6c1f531f75d1b6a08	2021	All bedrooms	Semi detached house	Malahide, Dublin	2343.89
64300ab6c1f531f75d1b6a09	2021	All bedrooms	Semi detached house	Monkstown, Dublin	2368.94
64300ab6c1f531f75d1b6a0a	2021	All bedrooms	Semi detached house	Rush, Dublin	1618.08
64300ab6c1f531f75d1b6a0b	2021	All bedrooms	Semi detached house	Shankill, Dublin	2034.1
64300ab6c1f531f75d1b6a0c	2021	All bedrooms	Semi detached house	Skerries, Dublin	1644.93
64300ab6c1f531f75d1b6a0d	2021	All bedrooms	Semi detached house	Stillorgan, Dublin	2562.14
64300ab6c1f531f75d1b6a0e	2021	All bedrooms	Semi detached house	Swords, Dublin	1725.38
64300ab6c1f531f75d1b6a0f	2021	All bedrooms	Semi detached house	Clontarf, Dublin 3	2259.57
64300ab6c1f531f75d1b6a10	2021	All bedrooms	Semi detached house	Drumcondra, Dublin 3	1914.39
64300ab6c1f531f75d1b6a11	2021	All bedrooms	Semi detached house	East Wall, Dublin 3	1822.84
64300ab6c1f531f75d1b6a12	2021	All bedrooms	Semi detached house	Dublin 4	3013.49
64300ab6c1f531f75d1b6a13	2021	All bedrooms	Semi detached house	Ballsbridge, Dublin 4	3050.49
64300ab6c1f531f75d1b6a14	2021	All bedrooms	Semi detached house	Donnybrook, Dublin 4	3215.89
64300ab6c1f531f75d1b6a15	2021	All bedrooms	Semi detached house	Sandymount, Dublin 4	2869.54
64300ab6c1f531f75d1b6a16	2021	All bedrooms	Semi detached house	Artane, Dublin 5	1816.17
64300ab6c1f531f75d1b6a17	2021	All bedrooms	Semi detached house	Killester, Dublin 5	1931.15
64300ab6c1f531f75d1b6a18	2021	All bedrooms	Semi detached house	Raheny, Dublin 5	1939.46
64300ab6c1f531f75d1b6a19	2021	All bedrooms	Semi detached house	Dublin 6	2478.97
64300ab6c1f531f75d1b6a1a	2021	All bedrooms	Semi detached house	Harolds Cross, Dublin 6	2040.8
