immigration_id	file_name	year	gender	nationality	unit	value
64300ab4c1f531f75d1b5651	PEA16	2018	Female	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	3.7
64300ab4c1f531f75d1b5652	PEA16	2018	Female	EU15 to EU27 (accession countries joined post 2004)	Thousand	3.3
64300ab4c1f531f75d1b5653	PEA16	2018	Female	Other nationalities(17)	Thousand	6.0
64300ab4c1f531f75d1b5654	PEA16	2018	Female	All nationalities	Thousand	30.0
64300ab4c1f531f75d1b5655	PEA16	2019	Both sexes	Irish	Thousand	29.0
64300ab4c1f531f75d1b5656	PEA16	2019	Both sexes	UK (1)	Thousand	3.2
64300ab4c1f531f75d1b5657	PEA16	2019	Both sexes	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	4.5
64300ab4c1f531f75d1b5658	PEA16	2019	Both sexes	EU15 to EU27 (accession countries joined post 2004)	Thousand	7.0
64300ab4c1f531f75d1b5659	PEA16	2019	Both sexes	Other nationalities(17)	Thousand	11.2
64300ab4c1f531f75d1b565a	PEA16	2019	Both sexes	All nationalities	Thousand	54.9
64300ab4c1f531f75d1b565b	PEA16	2019	Male	Irish	Thousand	15.2
64300ab4c1f531f75d1b565c	PEA16	2019	Male	UK (1)	Thousand	1.2
64300ab4c1f531f75d1b565d	PEA16	2019	Male	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	2.1
64300ab4c1f531f75d1b565e	PEA16	2019	Male	EU15 to EU27 (accession countries joined post 2004)	Thousand	3.6
64300ab4c1f531f75d1b565f	PEA16	2019	Male	Other nationalities(17)	Thousand	6.0
64300ab4c1f531f75d1b5660	PEA16	2019	Male	All nationalities	Thousand	28.1
64300ab4c1f531f75d1b5661	PEA16	2019	Female	Irish	Thousand	13.8
64300ab4c1f531f75d1b5662	PEA16	2019	Female	UK (1)	Thousand	2.0
64300ab4c1f531f75d1b5663	PEA16	2019	Female	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	2.4
64300ab4c1f531f75d1b5664	PEA16	2019	Female	EU15 to EU27 (accession countries joined post 2004)	Thousand	3.4
64300ab4c1f531f75d1b5665	PEA16	2019	Female	Other nationalities(17)	Thousand	5.2
64300ab4c1f531f75d1b5666	PEA16	2019	Female	All nationalities	Thousand	26.8
64300ab4c1f531f75d1b5667	PEA16	2020	Both sexes	Irish	Thousand	28.3
64300ab4c1f531f75d1b5668	PEA16	2020	Both sexes	UK (1)	Thousand	2.5
64300ab4c1f531f75d1b5669	PEA16	2020	Both sexes	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	5.2
64300ab4c1f531f75d1b566a	PEA16	2020	Both sexes	EU15 to EU27 (accession countries joined post 2004)	Thousand	9.2
64300ab4c1f531f75d1b566b	PEA16	2020	Both sexes	Other nationalities(17)	Thousand	11.4
64300ab4c1f531f75d1b566c	PEA16	2020	Both sexes	All nationalities	Thousand	56.5
64300ab4c1f531f75d1b566d	PEA16	2020	Male	Irish	Thousand	14.2
64300ab4c1f531f75d1b566e	PEA16	2020	Male	UK (1)	Thousand	1.9
64300ab4c1f531f75d1b566f	PEA16	2020	Male	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	2.0
64300ab4c1f531f75d1b5670	PEA16	2020	Male	EU15 to EU27 (accession countries joined post 2004)	Thousand	4.5
64300ab4c1f531f75d1b5671	PEA16	2020	Male	Other nationalities(17)	Thousand	5.3
64300ab4c1f531f75d1b5672	PEA16	2020	Male	All nationalities	Thousand	27.9
64300ab4c1f531f75d1b5673	PEA16	2020	Female	Irish	Thousand	14.1
64300ab4c1f531f75d1b5674	PEA16	2020	Female	UK (1)	Thousand	0.6
64300ab4c1f531f75d1b5675	PEA16	2020	Female	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	3.1
64300ab4c1f531f75d1b5676	PEA16	2020	Female	EU15 to EU27 (accession countries joined post 2004)	Thousand	4.7
64300ab4c1f531f75d1b5677	PEA16	2020	Female	Other nationalities(17)	Thousand	6.1
64300ab4c1f531f75d1b5678	PEA16	2020	Female	All nationalities	Thousand	28.7
64300ab4c1f531f75d1b5679	PEA16	2021	Both sexes	Irish	Thousand	22.8
64300ab4c1f531f75d1b567a	PEA16	2021	Both sexes	UK (1)	Thousand	3.0
64300ab4c1f531f75d1b567b	PEA16	2021	Both sexes	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	7.6
64300ab4c1f531f75d1b567c	PEA16	2021	Both sexes	EU15 to EU27 (accession countries joined post 2004)	Thousand	5.1
64300ab4c1f531f75d1b567d	PEA16	2021	Both sexes	Other nationalities(17)	Thousand	15.4
64300ab4c1f531f75d1b567e	PEA16	2021	Both sexes	All nationalities	Thousand	54.0
64300ab4c1f531f75d1b567f	PEA16	2021	Male	Irish	Thousand	10.7
64300ab4c1f531f75d1b5680	PEA16	2021	Male	UK (1)	Thousand	1.8
64300ab4c1f531f75d1b5681	PEA16	2021	Male	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	3.0
64300ab4c1f531f75d1b5682	PEA16	2021	Male	EU15 to EU27 (accession countries joined post 2004)	Thousand	2.9
64300ab4c1f531f75d1b5683	PEA16	2021	Male	Other nationalities(17)	Thousand	8.4
64300ab4c1f531f75d1b5684	PEA16	2021	Male	All nationalities	Thousand	26.8
64300ab4c1f531f75d1b5685	PEA16	2021	Female	Irish	Thousand	12.2
64300ab4c1f531f75d1b5686	PEA16	2021	Female	UK (1)	Thousand	1.2
64300ab4c1f531f75d1b5687	PEA16	2021	Female	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	4.7
64300ab4c1f531f75d1b5688	PEA16	2021	Female	EU15 to EU27 (accession countries joined post 2004)	Thousand	2.2
64300ab4c1f531f75d1b5689	PEA16	2021	Female	Other nationalities(17)	Thousand	7.0
64300ab4c1f531f75d1b568a	PEA16	2021	Female	All nationalities	Thousand	27.2
64300ab4c1f531f75d1b568b	PEA16	2022	Both sexes	Irish	Thousand	27.6
64300ab4c1f531f75d1b568c	PEA16	2022	Both sexes	UK (1)	Thousand	4.1
64300ab4c1f531f75d1b568d	PEA16	2022	Both sexes	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	4.8
64300ab4c1f531f75d1b568e	PEA16	2022	Both sexes	EU15 to EU27 (accession countries joined post 2004)	Thousand	4.6
64300ab4c1f531f75d1b568f	PEA16	2022	Both sexes	Other nationalities(17)	Thousand	18.5
64300ab4c1f531f75d1b5690	PEA16	2022	Both sexes	All nationalities	Thousand	59.6
64300ab4c1f531f75d1b5691	PEA16	2022	Male	Irish	Thousand	15.2
64300ab4c1f531f75d1b5692	PEA16	2022	Male	UK (1)	Thousand	3.3
64300ab4c1f531f75d1b5693	PEA16	2022	Male	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	3.2
64300ab4c1f531f75d1b5694	PEA16	2022	Male	EU15 to EU27 (accession countries joined post 2004)	Thousand	2.8
64300ab4c1f531f75d1b5695	PEA16	2022	Male	Other nationalities(17)	Thousand	9.6
64300ab4c1f531f75d1b5696	PEA16	2022	Male	All nationalities	Thousand	34.0
64300ab4c1f531f75d1b5697	PEA16	2022	Female	Irish	Thousand	12.4
64300ab4c1f531f75d1b5698	PEA16	2022	Female	UK (1)	Thousand	0.8
64300ab4c1f531f75d1b5699	PEA16	2022	Female	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	1.6
64300ab4c1f531f75d1b569a	PEA16	2022	Female	EU15 to EU27 (accession countries joined post 2004)	Thousand	1.8
64300ab4c1f531f75d1b569b	PEA16	2022	Female	Other nationalities(17)	Thousand	9.0
64300ab4c1f531f75d1b569c	PEA16	2022	Female	All nationalities	Thousand	25.6
