STATISTIC,STATISTIC Label,TLIST(A1),Year,C02199V02655,Sex,C02537V03072,Nationality,UNIT,VALUE
PEA16,Estimated Emigration (Persons in April),2015,2015,1,Male,ON17,Other nationalities(17),Thousand,5.2
PEA16,Estimated Emigration (Persons in April),2015,2015,1,Male,-,All nationalities,Thousand,35.8
PEA16,Estimated Emigration (Persons in April),2015,2015,2,Female,IE,Irish,Thousand,20.7
PEA16,Estimated Emigration (Persons in April),2015,2015,2,Female,GB01,UK (1),Thousand,2.9
PEA16,Estimated Emigration (Persons in April),2015,2015,2,Female,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,3.2
PEA16,Estimated Emigration (Persons in April),2015,2015,2,Female,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,3.6
PEA16,Estimated Emigration (Persons in April),2015,2015,2,Female,ON17,Other nationalities(17),Thousand,3.6
PEA16,Estimated Emigration (Persons in April),2015,2015,2,Female,-,All nationalities,Thousand,34.1
PEA16,Estimated Emigration (Persons in April),2016,2016,-,Both sexes,IE,Irish,Thousand,37.1
PEA16,Estimated Emigration (Persons in April),2016,2016,-,Both sexes,GB01,UK (1),Thousand,5.2
PEA16,Estimated Emigration (Persons in April),2016,2016,-,Both sexes,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,5.7
PEA16,Estimated Emigration (Persons in April),2016,2016,-,Both sexes,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,6.8
PEA16,Estimated Emigration (Persons in April),2016,2016,-,Both sexes,ON17,Other nationalities(17),Thousand,11.4
PEA16,Estimated Emigration (Persons in April),2016,2016,-,Both sexes,-,All nationalities,Thousand,66.2
PEA16,Estimated Emigration (Persons in April),2016,2016,1,Male,IE,Irish,Thousand,17.4
PEA16,Estimated Emigration (Persons in April),2016,2016,1,Male,GB01,UK (1),Thousand,2.2
PEA16,Estimated Emigration (Persons in April),2016,2016,1,Male,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,2.4
PEA16,Estimated Emigration (Persons in April),2016,2016,1,Male,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,3
PEA16,Estimated Emigration (Persons in April),2016,2016,1,Male,ON17,Other nationalities(17),Thousand,6
PEA16,Estimated Emigration (Persons in April),2016,2016,1,Male,-,All nationalities,Thousand,31
PEA16,Estimated Emigration (Persons in April),2016,2016,2,Female,IE,Irish,Thousand,19.7
PEA16,Estimated Emigration (Persons in April),2016,2016,2,Female,GB01,UK (1),Thousand,3
PEA16,Estimated Emigration (Persons in April),2016,2016,2,Female,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,3.3
PEA16,Estimated Emigration (Persons in April),2016,2016,2,Female,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,3.8
PEA16,Estimated Emigration (Persons in April),2016,2016,2,Female,ON17,Other nationalities(17),Thousand,5.4
PEA16,Estimated Emigration (Persons in April),2016,2016,2,Female,-,All nationalities,Thousand,35.1
PEA16,Estimated Emigration (Persons in April),2017,2017,-,Both sexes,IE,Irish,Thousand,30.8
PEA16,Estimated Emigration (Persons in April),2017,2017,-,Both sexes,GB01,UK (1),Thousand,4
PEA16,Estimated Emigration (Persons in April),2017,2017,-,Both sexes,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,6.7
PEA16,Estimated Emigration (Persons in April),2017,2017,-,Both sexes,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,9.6
PEA16,Estimated Emigration (Persons in April),2017,2017,-,Both sexes,ON17,Other nationalities(17),Thousand,13.7
PEA16,Estimated Emigration (Persons in April),2017,2017,-,Both sexes,-,All nationalities,Thousand,64.8
PEA16,Estimated Emigration (Persons in April),2017,2017,1,Male,IE,Irish,Thousand,16.3
PEA16,Estimated Emigration (Persons in April),2017,2017,1,Male,GB01,UK (1),Thousand,2.1
PEA16,Estimated Emigration (Persons in April),2017,2017,1,Male,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,3.5
PEA16,Estimated Emigration (Persons in April),2017,2017,1,Male,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,5.1
PEA16,Estimated Emigration (Persons in April),2017,2017,1,Male,ON17,Other nationalities(17),Thousand,7.3
PEA16,Estimated Emigration (Persons in April),2017,2017,1,Male,-,All nationalities,Thousand,34.2
PEA16,Estimated Emigration (Persons in April),2017,2017,2,Female,IE,Irish,Thousand,14.6
PEA16,Estimated Emigration (Persons in April),2017,2017,2,Female,GB01,UK (1),Thousand,1.9
PEA16,Estimated Emigration (Persons in April),2017,2017,2,Female,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,3.1
PEA16,Estimated Emigration (Persons in April),2017,2017,2,Female,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,4.5
PEA16,Estimated Emigration (Persons in April),2017,2017,2,Female,ON17,Other nationalities(17),Thousand,6.5
PEA16,Estimated Emigration (Persons in April),2017,2017,2,Female,-,All nationalities,Thousand,30.6
PEA16,Estimated Emigration (Persons in April),2018,2018,-,Both sexes,IE,Irish,Thousand,28.3
PEA16,Estimated Emigration (Persons in April),2018,2018,-,Both sexes,GB01,UK (1),Thousand,4.1
PEA16,Estimated Emigration (Persons in April),2018,2018,-,Both sexes,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,6.8
PEA16,Estimated Emigration (Persons in April),2018,2018,-,Both sexes,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,7.1
PEA16,Estimated Emigration (Persons in April),2018,2018,-,Both sexes,ON17,Other nationalities(17),Thousand,10
PEA16,Estimated Emigration (Persons in April),2018,2018,-,Both sexes,-,All nationalities,Thousand,56.3
PEA16,Estimated Emigration (Persons in April),2018,2018,1,Male,IE,Irish,Thousand,13.7
PEA16,Estimated Emigration (Persons in April),2018,2018,1,Male,GB01,UK (1),Thousand,1.7
PEA16,Estimated Emigration (Persons in April),2018,2018,1,Male,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,3.1
PEA16,Estimated Emigration (Persons in April),2018,2018,1,Male,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,3.8
PEA16,Estimated Emigration (Persons in April),2018,2018,1,Male,ON17,Other nationalities(17),Thousand,4
PEA16,Estimated Emigration (Persons in April),2018,2018,1,Male,-,All nationalities,Thousand,26.4
PEA16,Estimated Emigration (Persons in April),2018,2018,2,Female,IE,Irish,Thousand,14.6
PEA16,Estimated Emigration (Persons in April),2018,2018,2,Female,GB01,UK (1),Thousand,2.4
PEA16,Estimated Emigration (Persons in April),2018,2018,2,Female,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,3.7
PEA16,Estimated Emigration (Persons in April),2018,2018,2,Female,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,3.3
PEA16,Estimated Emigration (Persons in April),2018,2018,2,Female,ON17,Other nationalities(17),Thousand,6
PEA16,Estimated Emigration (Persons in April),2018,2018,2,Female,-,All nationalities,Thousand,30
PEA16,Estimated Emigration (Persons in April),2019,2019,-,Both sexes,IE,Irish,Thousand,29
PEA16,Estimated Emigration (Persons in April),2019,2019,-,Both sexes,GB01,UK (1),Thousand,3.2
PEA16,Estimated Emigration (Persons in April),2019,2019,-,Both sexes,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,4.5
PEA16,Estimated Emigration (Persons in April),2019,2019,-,Both sexes,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,7
PEA16,Estimated Emigration (Persons in April),2019,2019,-,Both sexes,ON17,Other nationalities(17),Thousand,11.2
PEA16,Estimated Emigration (Persons in April),2019,2019,-,Both sexes,-,All nationalities,Thousand,54.9
PEA16,Estimated Emigration (Persons in April),2019,2019,1,Male,IE,Irish,Thousand,15.2
PEA16,Estimated Emigration (Persons in April),2019,2019,1,Male,GB01,UK (1),Thousand,1.2
PEA16,Estimated Emigration (Persons in April),2019,2019,1,Male,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,2.1
PEA16,Estimated Emigration (Persons in April),2019,2019,1,Male,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,3.6
PEA16,Estimated Emigration (Persons in April),2019,2019,1,Male,ON17,Other nationalities(17),Thousand,6
PEA16,Estimated Emigration (Persons in April),2019,2019,1,Male,-,All nationalities,Thousand,28.1
PEA16,Estimated Emigration (Persons in April),2019,2019,2,Female,IE,Irish,Thousand,13.8
PEA16,Estimated Emigration (Persons in April),2019,2019,2,Female,GB01,UK (1),Thousand,2
PEA16,Estimated Emigration (Persons in April),2019,2019,2,Female,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,2.4
PEA16,Estimated Emigration (Persons in April),2019,2019,2,Female,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,3.4
PEA16,Estimated Emigration (Persons in April),2019,2019,2,Female,ON17,Other nationalities(17),Thousand,5.2
PEA16,Estimated Emigration (Persons in April),2019,2019,2,Female,-,All nationalities,Thousand,26.8
PEA16,Estimated Emigration (Persons in April),2020,2020,-,Both sexes,IE,Irish,Thousand,28.3
PEA16,Estimated Emigration (Persons in April),2020,2020,-,Both sexes,GB01,UK (1),Thousand,2.5
PEA16,Estimated Emigration (Persons in April),2020,2020,-,Both sexes,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,5.2
PEA16,Estimated Emigration (Persons in April),2020,2020,-,Both sexes,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,9.2
PEA16,Estimated Emigration (Persons in April),2020,2020,-,Both sexes,ON17,Other nationalities(17),Thousand,11.4
PEA16,Estimated Emigration (Persons in April),2020,2020,-,Both sexes,-,All nationalities,Thousand,56.5
PEA16,Estimated Emigration (Persons in April),2020,2020,1,Male,IE,Irish,Thousand,14.2
PEA16,Estimated Emigration (Persons in April),2020,2020,1,Male,GB01,UK (1),Thousand,1.9
PEA16,Estimated Emigration (Persons in April),2020,2020,1,Male,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,2
PEA16,Estimated Emigration (Persons in April),2020,2020,1,Male,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,4.5
PEA16,Estimated Emigration (Persons in April),2020,2020,1,Male,ON17,Other nationalities(17),Thousand,5.3
PEA16,Estimated Emigration (Persons in April),2020,2020,1,Male,-,All nationalities,Thousand,27.9
PEA16,Estimated Emigration (Persons in April),2020,2020,2,Female,IE,Irish,Thousand,14.1
PEA16,Estimated Emigration (Persons in April),2020,2020,2,Female,GB01,UK (1),Thousand,0.6
PEA16,Estimated Emigration (Persons in April),2020,2020,2,Female,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,3.1
PEA16,Estimated Emigration (Persons in April),2020,2020,2,Female,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,4.7
PEA16,Estimated Emigration (Persons in April),2020,2020,2,Female,ON17,Other nationalities(17),Thousand,6.1
PEA16,Estimated Emigration (Persons in April),2020,2020,2,Female,-,All nationalities,Thousand,28.7
PEA16,Estimated Emigration (Persons in April),2021,2021,-,Both sexes,IE,Irish,Thousand,22.8
PEA16,Estimated Emigration (Persons in April),2021,2021,-,Both sexes,GB01,UK (1),Thousand,3
PEA16,Estimated Emigration (Persons in April),2021,2021,-,Both sexes,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,7.6
PEA16,Estimated Emigration (Persons in April),2021,2021,-,Both sexes,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,5.1
PEA16,Estimated Emigration (Persons in April),2021,2021,-,Both sexes,ON17,Other nationalities(17),Thousand,15.4
PEA16,Estimated Emigration (Persons in April),2021,2021,-,Both sexes,-,All nationalities,Thousand,54
PEA16,Estimated Emigration (Persons in April),2021,2021,1,Male,IE,Irish,Thousand,10.7
PEA16,Estimated Emigration (Persons in April),2021,2021,1,Male,GB01,UK (1),Thousand,1.8
PEA16,Estimated Emigration (Persons in April),2021,2021,1,Male,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,3
PEA16,Estimated Emigration (Persons in April),2021,2021,1,Male,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,2.9
PEA16,Estimated Emigration (Persons in April),2021,2021,1,Male,ON17,Other nationalities(17),Thousand,8.4
PEA16,Estimated Emigration (Persons in April),2021,2021,1,Male,-,All nationalities,Thousand,26.8
PEA16,Estimated Emigration (Persons in April),2021,2021,2,Female,IE,Irish,Thousand,12.2
PEA16,Estimated Emigration (Persons in April),2021,2021,2,Female,GB01,UK (1),Thousand,1.2
PEA16,Estimated Emigration (Persons in April),2021,2021,2,Female,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,4.7
PEA16,Estimated Emigration (Persons in April),2021,2021,2,Female,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,2.2
PEA16,Estimated Emigration (Persons in April),2021,2021,2,Female,ON17,Other nationalities(17),Thousand,7
PEA16,Estimated Emigration (Persons in April),2021,2021,2,Female,-,All nationalities,Thousand,27.2
PEA16,Estimated Emigration (Persons in April),2022,2022,-,Both sexes,IE,Irish,Thousand,27.6
PEA16,Estimated Emigration (Persons in April),2022,2022,-,Both sexes,GB01,UK (1),Thousand,4.1
PEA16,Estimated Emigration (Persons in April),2022,2022,-,Both sexes,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,4.8
PEA16,Estimated Emigration (Persons in April),2022,2022,-,Both sexes,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,4.6
PEA16,Estimated Emigration (Persons in April),2022,2022,-,Both sexes,ON17,Other nationalities(17),Thousand,18.5
PEA16,Estimated Emigration (Persons in April),2022,2022,-,Both sexes,-,All nationalities,Thousand,59.6
PEA16,Estimated Emigration (Persons in April),2022,2022,1,Male,IE,Irish,Thousand,15.2
PEA16,Estimated Emigration (Persons in April),2022,2022,1,Male,GB01,UK (1),Thousand,3.3
PEA16,Estimated Emigration (Persons in April),2022,2022,1,Male,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,3.2
PEA16,Estimated Emigration (Persons in April),2022,2022,1,Male,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,2.8
PEA16,Estimated Emigration (Persons in April),2022,2022,1,Male,ON17,Other nationalities(17),Thousand,9.6
PEA16,Estimated Emigration (Persons in April),2022,2022,1,Male,-,All nationalities,Thousand,34
PEA16,Estimated Emigration (Persons in April),2022,2022,2,Female,IE,Irish,Thousand,12.4
PEA16,Estimated Emigration (Persons in April),2022,2022,2,Female,GB01,UK (1),Thousand,0.8
PEA16,Estimated Emigration (Persons in April),2022,2022,2,Female,E1420XIE,EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland),Thousand,1.6
PEA16,Estimated Emigration (Persons in April),2022,2022,2,Female,E15E2720,EU15 to EU27 (accession countries joined post 2004),Thousand,1.8
PEA16,Estimated Emigration (Persons in April),2022,2022,2,Female,ON17,Other nationalities(17),Thousand,9
PEA16,Estimated Emigration (Persons in April),2022,2022,2,Female,-,All nationalities,Thousand,25.6
